Сотрудник,Пол,Возраст,Отработал дней,Разница_изменение_должности,Разница_изменение_оклада,1м Отправленные письма,1м Отредактированные файлы,1м Активные дни (Google),1м Дневное среднее (Отправленные письма),1м Дневное среднее (Отредактированные файлы),1м Факт обучения,1м Дней БЛ,1м Количество отпусков (Основной),1м Количество дней (Основной),1м Количество отпусков (За свой счет),1м Количество дней (За свой счет),1м Всего часов (ACMS),1м Дней на работе (ACMS),1м Среднее время на работе (ACMS),1м Переработка,1м Удаленная работа,2м Отправленные письма,2м Отредактированные файлы,2м Активные дни (Google),2м Дневное среднее (Отправленные письма),2м Дневное среднее (Отредактированные файлы),2м Факт обучения,2м Дней БЛ,2м Количество отпусков (Основной),2м Количество дней (Основной),2м Количество отпусков (За свой счет),2м Количество дней (За свой счет),2м Всего часов (ACMS),2м Дней на работе (ACMS),2м Среднее время на работе (ACMS),2м Переработка,2м Удаленная работа,3м Отправленные письма,3м Отредактированные файлы,3м Активные дни (Google),3м Дневное среднее (Отправленные письма),3м Дневное среднее (Отредактированные файлы),3м Факт обучения,3м Дней БЛ,3м Количество отпусков (Основной),3м Количество дней (Основной),3м Количество отпусков (За свой счет),3м Количество дней (За свой счет),3м Всего часов (ACMS),3м Дней на работе (ACMS),3м Среднее время на работе (ACMS),3м Переработка,3м Удаленная работа,Уволен,Отработал месяцев,Изменение должности (в месяцах),Изменение оклада (в месяцах),Количество отпусков (Основные отпуска),Количество дней (Основные отпуска),Количество отпусков (Отпуска за свой счет),Количество дней (Отпуска за свой счет),Факты обучения,Больничных дней,Средняя переработка за три месяца,2-1 Отн. изменение активности (Отправленные письма),2-1 Отн. изменение активности (Отредактированные файлы),2-1 Отн. изменение активности (Время на работе),2-1 Отн. изменение активности (Активных дней),3-2 Отн. изменение активности (Отправленные письма),3-2 Отн. изменение активности (Отредактированные файлы),3-2 Отн. изменение активности (Время на работе),3-2 Отн. изменение активности (Активных дней)
6cb16d5872ddf3e6d66368f3bca42b250b5a403eb2814fc1b1c8c0bf1a0861b6,Мужской,29.0,539.0,-1.0,539.0,155.0,3.0,24,6.458333333333333,0.125,0.0,0.0,0.0,0.0,0.0,0.0,88.44944444444444,13.0,6.803803418803418,0.0,0,279.0,1.0,23.0,12.130434782608695,0.0434782608695652,0.0,0.0,1.0,7.0,0.0,0.0,85.78972222222222,13.0,6.599209401709402,0.0,0.0,407.0,0.0,25.0,16.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.50777777777778,18.0,6.02820987654321,0.0,0.0,0,17.966666666666665,-1.0,17.966666666666665,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.8782608695652174,-0.6521739130434784,-0.030070536213404886,-0.041666666666666664,0.34207885304659513,-1.0,-0.08652544424765263,0.08695652173913043
b20d006cc40d753441ac14aa4d6e1b17ee04408c68467bcbd3e33d5ba4a29940,Женский,21.0,358.0,-1.0,-1.0,184.0,26.0,23,8.0,1.1304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,83.5838888888889,14.0,5.9702777777777785,0.0,0,294.0,13.0,26.0,11.307692307692308,0.5,0.0,0.0,0.0,0.0,0.0,0.0,146.21777777777777,19.0,7.695672514619883,0.0,0.0,114.0,14.0,22.0,5.181818181818182,0.6363636363636364,0.0,0.0,1.0,7.0,0.0,0.0,102.10916666666668,13.0,7.854551282051282,0.0,0.0,0,11.933333333333334,-1.0,-1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.41346153846153855,-0.5576923076923077,0.28899739694931253,0.13043478260869565,-0.5417439703153989,0.2727272727272727,0.020645208996298688,-0.15384615384615385
6362266aa19a113d3865682f4d710db06e8bbfaa2c6340878d0758428b196d2e,Мужской,47.0,288.0,80.0,64.0,38.0,25.0,18,2.111111111111111,1.3888888888888888,0.0,0.0,1.0,5.0,1.0,1.0,95.25,18.0,5.291666666666667,0.0,0,10.0,112.0,8.0,1.25,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,9.0,1.2222222222222223,0.1111111111111111,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,9.6,2.6666666666666665,2.1333333333333333,2.0,6.0,3.0,3.0,0.0,0.0,0.0,-0.40789473684210525,9.08,-1.0,-0.5555555555555556,-0.022222222222222143,-0.9920634920634921,0.0,0.125
4a846608589e281e6d8cd362d2b555f5a23370aff0b7f0797c4d69e3a83d6099,Мужской,38.0,2353.0,305.0,64.0,10.0,8.0,9,1.1111111111111112,0.8888888888888888,0.0,8.0,1.0,5.0,2.0,2.0,21.366666666666667,8.0,2.6708333333333334,0.0,0,2.0,13.0,14.0,0.1428571428571428,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,21.190277777777776,6.0,3.531712962962963,0.0,0.0,7.0,19.0,16.0,0.4375,1.1875,0.0,0.0,0.0,0.0,1.0,1.0,45.22222222222222,16.0,2.826388888888889,0.0,0.0,0,78.43333333333334,10.166666666666666,2.1333333333333333,1.0,5.0,3.0,3.0,0.0,8.0,0.0,-0.8714285714285714,0.044642857142857234,0.32232622638238856,0.5555555555555556,2.0625000000000013,0.2788461538461538,-0.19971160778658975,0.14285714285714285
9eea0d4b6cf2177706b0d336b831ee70ecf12ec65e5f95dcde7d0c103022fe95,Мужской,37.0,532.0,-1.0,273.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,17.733333333333334,-1.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33c8ad190448ab30c7ec3e0479e71b6150141122915d1862bba27a8fd06b861a,Мужской,23.0,538.0,-1.0,-1.0,11.0,0.0,8,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.62916666666666,21.0,8.17281746031746,0.1728174603174608,0,11.0,0.0,8.0,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.42527777777778,14.0,7.8875198412698415,0.0,0.0,3.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.76333333333334,17.0,7.515490196078431,0.0,0.0,0,17.933333333333334,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03490811099512032,0.0,0.09090909090909091,0.0,-0.0471668728165781,-0.75
3a8822f82cd3ea7c62ad87199579d41770a81469c354254c64f28e95f035a93c,Женский,28.0,1108.0,-1.0,137.0,150.0,0.0,25,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,88.96666666666667,14.0,6.354761904761905,0.0,0,142.0,0.0,22.0,6.454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.61722222222222,17.0,7.036307189542484,0.0,0.0,172.0,1.0,22.0,7.818181818181818,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,121.00833333333334,19.0,6.368859649122808,0.0,0.0,0,36.93333333333333,-1.0,4.566666666666666,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.07575757575757569,0.0,0.10724953900631058,-0.12,0.21126760563380292,-2.0,-0.09485764655239196,0.0
840fbe8f902652b8cf87ef55a024ac75b3f4e478a07c67edc758037979be19c8,Женский,25.0,536.0,-1.0,0.0,224.0,0.0,25,8.96,0.0,0.0,0.0,1.0,6.0,0.0,0.0,26.166666666666668,15.0,1.7444444444444445,0.0,0,237.0,0.0,22.0,10.772727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.654722222222222,11.0,1.5140656565656565,0.0,0.0,299.0,2.0,23.0,13.0,0.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,25.63055555555556,17.0,1.5076797385620917,0.0,0.0,0,17.866666666666667,-1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.20231331168831146,0.0,-0.13206427330631157,-0.12,0.20675105485232081,-2.0,-0.0042177285878407245,0.045454545454545456
8c2f419da737d43de9e479b92095f7b150c9cad714c260e951c7168c543feb84,Женский,21.0,254.0,-1.0,-1.0,149.0,0.0,17,8.764705882352942,0.0,0.0,0.0,1.0,7.0,0.0,0.0,95.53916666666667,15.0,6.3692777777777785,0.0,0,274.0,32.0,24.0,11.416666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,114.05527777777776,20.0,5.702763888888889,0.0,0.0,261.0,1.0,24.0,10.875,0.0416666666666666,0.0,0.0,0.0,0.0,1.0,1.0,94.23333333333332,20.0,4.711666666666667,0.0,0.0,0,8.466666666666667,-1.0,-1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.30257270693512284,-2.0,-0.10464512808882931,0.4117647058823529,-0.047445255474452504,-0.9687500000000001,-0.1737924349547855,0.0
52d0b0b8ffeab763c7b29d446c7e5bbed986e7669d080ab5b4993068d1bf863f,Мужской,33.0,3114.0,30.0,1856.0,54.0,39.0,22,2.4545454545454546,1.7727272727272727,0.0,0.0,1.0,14.0,0.0,0.0,0.6288888888888889,2.0,0.3144444444444444,0.0,0,58.0,58.0,26.0,2.230769230769231,2.230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,6.989722222222222,3.0,2.3299074074074078,0.0,0.0,55.0,57.0,24.0,2.2916666666666665,2.375,0.0,0.0,0.0,0.0,0.0,0.0,11.460277777777778,3.0,3.8200925925925926,0.0,0.0,0,103.8,1.0,61.86666666666667,1.0,14.0,0.0,0.0,0.0,0.0,0.0,-0.09116809116809116,0.25838264299802766,6.409599528857481,0.18181818181818182,0.027298850574712544,0.06465517241379307,0.6395898740213803,-0.07692307692307693
722be3865ad3e2fadbefd8eb8850d3f5878ea7e2bc3a06bcdd3fc9e4fcfc187a,Женский,37.0,893.0,122.0,-1.0,10.0,0.0,8,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.6675,19.0,5.35092105263158,0.0,0,19.0,0.0,16.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.62055555555555,17.0,5.271797385620915,0.0,0.0,7.0,0.0,6.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,10.0,21.761388888888888,4.0,5.440347222222222,0.0,0.0,0,29.766666666666666,4.066666666666666,-1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,-0.05,0.0,-0.014786924761626144,1.0,-0.017543859649122744,0.0,0.031971986833377715,-0.625
d61ba8cb45895926f0d059a52a21377f2a2f633ff985c6dd87c26598d6d59f7a,Женский,28.0,2678.0,92.0,1156.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,89.26666666666667,3.066666666666667,38.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27fcbe013c29ffdf880c3a4d749ccfa82a027601b663f8c37dc05721cb0eddf1,Женский,29.0,1948.0,-1.0,-1.0,8.0,1.0,6,1.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,127.16444444444444,21.0,6.055449735449735,0.0,0,2.0,0.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.256944444444443,6.0,4.2094907407407405,0.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,74.71388888888889,14.0,5.33670634920635,0.0,0.0,0,64.93333333333334,-1.0,-1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,-0.5,-1.0,-0.3048425922689781,-0.5,0.5000000000000001,0.0,0.267779567147178,0.6666666666666666
eb94a4d4876fccdf7b77c0d072bee66b3f9523d37582e98f9f3f969b62d3251a,Женский,39.0,140.0,-1.0,5.0,5.0,0.0,6,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.9125,17.0,4.818382352941176,0.0,0,3.0,0.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,58.24611111111111,13.0,4.480470085470086,0.0,0.0,3.0,0.0,4.0,0.75,0.0,0.0,0.0,1.0,6.0,0.0,0.0,36.66666666666666,11.0,3.333333333333333,0.0,0.0,0,4.666666666666667,-1.0,0.16666666666666666,1.0,6.0,1.0,1.0,0.0,0.0,0.0,-0.10000000000000003,0.0,-0.07012981592563443,-0.3333333333333333,0.0,0.0,-0.2560304455233064,0.0
c9cbc6886c531acb72fef1e0abb2ccce092f1f2eaa9d17adf5e821a2f1b24414,Женский,48.0,4565.0,1126.0,4565.0,77.0,0.0,21,3.6666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0977777777777775,3.0,0.3659259259259259,0.0,0,103.0,0.0,20.0,5.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,0.0,18.0,2.611111111111111,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.165555555555556,1.0,2.165555555555556,0.0,0.0,0,152.16666666666666,37.53333333333333,152.16666666666666,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.4045454545454547,0.0,-1.0,-0.047619047619047616,-0.4929881337648328,0.0,-2.0,-0.1
3aa9a8d1b5730e456a9ea33780fdb39613f46ebeae944ce0b3859ea0d22fb691,Женский,35.0,2214.0,547.0,304.0,219.0,2.0,22,9.954545454545457,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,211.0,0.0,18.0,11.72222222222222,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.0,8.0,18.0,4.944444444444445,0.4444444444444444,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,73.8,18.233333333333334,10.133333333333333,1.0,9.0,0.0,0.0,0.0,13.0,0.0,0.17757483510908115,-1.0,0.0,-0.18181818181818182,-0.5781990521327013,-2.0,0.0,0.0
8a63b3b0dfda645079b2069121e9b0e45ef1517541ac4caf3e38a1cebda097f0,Женский,35.0,2671.0,46.0,-1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,1,87.0,1.0,12.0,7.25,0.0833333333333333,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,306.0,0.0,23.0,13.304347826086955,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,89.03333333333333,1.5333333333333334,-1.0,0.0,0.0,3.0,26.0,0.0,8.0,0.0,-2.0,-2.0,0.0,-2.0,0.8350824587706145,-1.0,0.0,0.9166666666666666
24b20c9dab1a93e697ff744edc91ed54f7c1c3d157a1d17194ebede728dd3bdb,Женский,54.0,106.0,-1.0,-1.0,3.0,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,3.533333333333333,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
f1d0034f112909dbb4ac76b2361f7f5a4139c5633fc0c84567fbc1e02417fe14,Женский,30.0,3527.0,365.0,3527.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,117.56666666666666,12.166666666666666,117.56666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c6fb57fef4ce60b33875b6ca9a6ebb1884688a9de24202d1993e3d8e6781809c,Мужской,37.0,1731.0,-1.0,1731.0,316.0,168.0,25,12.64,6.72,0.0,7.0,0.0,0.0,0.0,0.0,127.88972222222222,15.0,8.525981481481482,0.525981481481482,0,315.0,138.0,23.0,13.695652173913045,6.0,0.0,0.0,0.0,0.0,0.0,0.0,89.7175,15.0,5.981166666666667,0.0,0.0,269.0,146.0,22.0,12.227272727272728,6.636363636363637,0.0,0.0,1.0,4.0,0.0,0.0,85.51777777777778,13.0,6.578290598290598,0.0,0.0,0,57.7,-1.0,57.7,1.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0835167859108421,-0.10714285714285711,-0.29847763806925676,-0.08,-0.10721500721500722,0.10606060606060612,0.09983402317673781,-0.043478260869565216
fe88f2b62142cfbac824bd89141e0fca2ab8c031b05cd4e3d46a7b49e963342f,Мужской,35.0,229.0,-1.0,-1.0,2.0,0.0,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.55138888888888,16.0,8.784461805555555,0.784461805555555,0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,141.07055555555556,16.0,8.816909722222222,0.8169097222222224,0.0,9.0,0.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,1.0,1.0,154.5638888888889,18.0,8.586882716049383,0.5868827160493826,0.0,0,7.633333333333334,-1.0,-1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.7237166666666663,0.5000000000000001,0.0,0.0036937853888950063,0.0,0.125,0.0,-0.026089300380730627,1.6666666666666667
89c385f88f2112fb4e8ad383a5246400cbcd9f3d799727cd8439a5ce2d493058,Женский,24.0,948.0,912.0,59.0,379.0,13.0,26,14.576923076923077,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,330.0,8.0,24.0,13.75,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350.0,3.0,24.0,14.583333333333334,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,31.6,30.4,1.9666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056728232189973596,-0.33333333333333337,0.0,-0.07692307692307693,0.06060606060606065,-0.625,0.0,0.0
6555150ff9ca1a740b9bc020556d8abb2fd39ca8a17e56134b10f433e067b266,Женский,26.0,1228.0,486.0,66.0,49.0,8.0,19,2.5789473684210527,0.4210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,16.85,6.0,2.8083333333333336,0.0,0,57.0,15.0,21.0,2.7142857142857144,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,40.469166666666666,6.0,6.744861111111111,0.0,0.0,44.0,13.0,17.0,2.588235294117647,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,15.425833333333332,3.0,5.141944444444444,0.0,0.0,0,40.93333333333333,16.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05247813411078721,0.6964285714285717,1.4017309594460927,0.10526315789473684,-0.04643962848297213,0.07058823529411755,-0.23765006280501613,-0.19047619047619047
a4c3ec35d640df916f994f8edb793ffa8cfda4036a601fe9dd7ab8ce0ea44830,Мужской,25.0,791.0,-1.0,242.0,11.0,14.0,15,0.7333333333333333,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2.0,0.5,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,26.366666666666667,-1.0,8.066666666666666,0.0,0.0,0.0,0.0,0.0,20.0,0.0,-0.3181818181818181,-1.0,0.0,-0.8666666666666667,1.0,0.0,0.0,0.5
cb620486e7a4e1e87d73fc7eaa8be1cff8d94d24d9d18441e4fe6a23158834cf,Мужской,42.0,2657.0,1064.0,-1.0,176.0,10.0,26,6.769230769230769,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,6.510277777777778,1.0,6.510277777777778,0.0,0,109.0,12.0,23.0,4.739130434782608,0.5217391304347826,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0,13.0,21.0,4.476190476190476,0.6190476190476191,0.0,0.0,0.0,0.0,2.0,2.0,0.1008333333333333,1.0,0.1008333333333333,0.0,0.0,0,88.56666666666666,35.46666666666667,-1.0,1.0,14.0,2.0,2.0,0.0,0.0,0.0,-0.29990118577075103,0.3565217391304349,-1.0,-0.11538461538461539,-0.05548274355613798,0.1865079365079366,-2.0,-0.08695652173913043
4ec329922579e26523f470cdd54db321ce7d56810f194a5708f537f4255c4989,Женский,41.0,230.0,-1.0,134.0,1521.0,0.0,25,60.84,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,663.0,1.0,20.0,33.15,0.05,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190.0,5.0,14.0,13.571428571428571,0.3571428571428571,0.0,7.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,7.666666666666667,-1.0,4.466666666666667,2.0,10.0,2.0,2.0,0.0,7.0,0.0,-0.4551282051282052,-2.0,0.0,-0.2,-0.5906054729584141,6.1428571428571415,0.0,-0.3
4a627182de726f3869ef37ab9d6c9333cc1d41a2c84fc835d3220cbf58be8c47,Женский,36.0,4463.0,-1.0,51.0,11.0,0.0,7,1.5714285714285714,0.0,0.0,0.0,1.0,7.0,0.0,0.0,66.58333333333333,10.0,6.658333333333333,0.0,0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,1.0,23.0,0.0,0.0,41.79444444444445,10.0,4.179444444444444,0.0,0.0,2.0,0.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,74.72555555555556,14.0,5.337539682539683,0.0,0.0,0,148.76666666666668,-1.0,1.7,2.0,30.0,1.0,1.0,0.0,0.0,0.0,-0.6818181818181818,0.0,-0.37229870671672927,-0.7142857142857143,0.33333333333333326,0.0,0.27709310495433076,0.5
8c0236c85bf81bb9571839948302e2efb815af43846a22cda51081de66797ce5,Женский,46.0,112.0,-1.0,-1.0,91.0,0.0,20,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,97.0,0.0,23.0,4.217391304347826,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,22.0,4.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.7333333333333334,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.07310081223124697,0.0,0.0,0.15,0.045454545454545456,0.0,0.0,-0.043478260869565216
33818e36220b70569f6c167cb5ef0a3c159a1b6b8cdac7291a9ff49b23ddcb3f,Женский,30.0,1482.0,1095.0,639.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,49.4,36.5,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1d0034f112909dbb4ac76b2361f7f5a4139c5633fc0c84567fbc1e02417fe14,Женский,30.0,3772.0,610.0,3772.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,125.73333333333333,20.333333333333332,125.73333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840fbe8f902652b8cf87ef55a024ac75b3f4e478a07c67edc758037979be19c8,Женский,26.0,262.0,-1.0,-1.0,97.0,12.0,22,4.409090909090909,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,39.185,19.0,2.062368421052632,0.0,0,90.0,18.0,20.0,4.5,0.9,0.0,3.0,1.0,5.0,0.0,0.0,63.62861111111111,16.0,3.976788194444445,0.0,0.0,123.0,8.0,23.0,5.3478260869565215,0.3478260869565217,0.0,0.0,1.0,2.0,0.0,0.0,32.533611111111114,12.0,2.7111342592592598,0.0,0.0,0,8.733333333333333,-1.0,-1.0,2.0,7.0,0.0,0.0,0.0,3.0,0.0,0.02061855670103091,0.6500000000000001,0.928262745806927,-0.09090909090909091,0.18840579710144922,-0.6135265700483093,-0.31826033303792695,0.15
5a3d4d1745b434d3f9576472cb2eaeaf272f4a113b1596311dbb9ce6bd27d80f,Мужской,30.0,614.0,-1.0,614.0,68.0,0.0,20,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.055,15.0,8.803666666666667,0.8036666666666665,0,42.0,0.0,17.0,2.4705882352941178,0.0,0.0,0.0,1.0,3.0,0.0,0.0,91.85694444444444,11.0,8.350631313131315,0.3506313131313145,0.0,61.0,0.0,15.0,4.066666666666666,0.0,0.0,0.0,1.0,11.0,0.0,0.0,58.275,7.0,8.325,0.3249999999999993,0.0,0,20.466666666666665,-1.0,20.466666666666665,2.0,14.0,0.0,0.0,0.0,0.0,0.5511195286195267,-0.273356401384083,0.0,-0.05145984857090061,-0.15,0.6460317460317458,0.0,-0.003069386273946762,-0.11764705882352941
b4ed6b7352552293a303dc9b835c7e31f2b0dcd8eb330395a47fcf12b2763817,Женский,28.0,656.0,-1.0,-1.0,90.0,1.0,20,4.5,0.05,0.0,0.0,0.0,0.0,1.0,1.0,151.76888888888888,18.0,8.431604938271605,0.4316049382716045,0,63.0,0.0,16.0,3.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.49666666666667,15.0,8.566444444444445,0.5664444444444445,0.0,21.0,0.0,10.0,2.1,0.0,0.0,0.0,1.0,7.0,0.0,0.0,72.22277777777778,10.0,7.222277777777778,0.0,0.0,0,21.866666666666667,-1.0,-1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.19740310077519396,-0.125,-1.0,0.0159921518097693,-0.2,-0.4666666666666666,0.0,-0.15691068510207784,-0.375
bff5e3a90b00135ea33424f643af026e4918fb84d1885ccfa22ad8ba71110ba5,Женский,34.0,2090.0,1277.0,395.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,69.66666666666667,42.56666666666667,13.166666666666666,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
