Сотрудник,Пол,Возраст,Отработал дней,Разница_изменение_должности,Разница_изменение_оклада,1м Отправленные письма,1м Отредактированные файлы,1м Активные дни (Google),1м Дневное среднее (Отправленные письма),1м Дневное среднее (Отредактированные файлы),1м Факт обучения,1м Дней БЛ,1м Количество отпусков (Основной),1м Количество дней (Основной),1м Количество отпусков (За свой счет),1м Количество дней (За свой счет),1м Всего часов (ACMS),1м Дней на работе (ACMS),1м Среднее время на работе (ACMS),1м Переработка,1м Удаленная работа,2м Отправленные письма,2м Отредактированные файлы,2м Активные дни (Google),2м Дневное среднее (Отправленные письма),2м Дневное среднее (Отредактированные файлы),2м Факт обучения,2м Дней БЛ,2м Количество отпусков (Основной),2м Количество дней (Основной),2м Количество отпусков (За свой счет),2м Количество дней (За свой счет),2м Всего часов (ACMS),2м Дней на работе (ACMS),2м Среднее время на работе (ACMS),2м Переработка,2м Удаленная работа,3м Отправленные письма,3м Отредактированные файлы,3м Активные дни (Google),3м Дневное среднее (Отправленные письма),3м Дневное среднее (Отредактированные файлы),3м Факт обучения,3м Дней БЛ,3м Количество отпусков (Основной),3м Количество дней (Основной),3м Количество отпусков (За свой счет),3м Количество дней (За свой счет),3м Всего часов (ACMS),3м Дней на работе (ACMS),3м Среднее время на работе (ACMS),3м Переработка,3м Удаленная работа,Уволен,Отработал месяцев,Изменение должности (в месяцах),Изменение оклада (в месяцах),Количество отпусков (Основные отпуска),Количество дней (Основные отпуска),Количество отпусков (Отпуска за свой счет),Количество дней (Отпуска за свой счет),Факты обучения,Больничных дней,Средняя переработка за три месяца,2-1 Отн. изменение активности (Отправленные письма),2-1 Отн. изменение активности (Отредактированные файлы),2-1 Отн. изменение активности (Время на работе),2-1 Отн. изменение активности (Активных дней),3-2 Отн. изменение активности (Отправленные письма),3-2 Отн. изменение активности (Отредактированные файлы),3-2 Отн. изменение активности (Время на работе),3-2 Отн. изменение активности (Активных дней)
3aa9a8d1b5730e456a9ea33780fdb39613f46ebeae944ce0b3859ea0d22fb691,Женский,35.0,2214.0,547.0,304.0,219.0,2.0,22,9.954545454545457,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,211.0,0.0,18.0,11.72222222222222,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.0,8.0,18.0,4.944444444444445,0.4444444444444444,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,73.8,18.233333333333334,10.133333333333333,1.0,9.0,0.0,0.0,0.0,13.0,0.0,0.17757483510908115,-1.0,0.0,-0.18181818181818182,-0.5781990521327013,-2.0,0.0,0.0
9fd82379052b3aa2659f461c766d349f40c375d6e93500bcfb06a1fcdbda22f6,Женский,32.0,2436.0,641.0,-1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75861111111111,16.0,5.234913194444444,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,43.78138888888889,8.0,5.472673611111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8163888888889,16.0,5.551024305555556,0.0,0.0,0,81.2,21.366666666666667,-1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04541821570584791,0.0,0.0,0.0,0.014316712453921963,0.0
de48f5bcb7abbe8e383c2bd2ce91b1033ad228481cd63b53a90c59c9fb4fa715,Женский,45.0,92.0,-1.0,-1.0,206.0,0.0,25,8.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.10194444444444,20.0,3.905097222222222,0.0,0,379.0,2.0,26.0,14.576923076923077,0.0769230769230769,0.0,0.0,0.0,0.0,1.0,1.0,89.68388888888889,15.0,5.9789259259259255,0.0,0.0,291.0,0.0,23.0,12.652173913043478,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.30583333333334,18.0,5.572546296296297,0.0,0.0,0,3.066666666666667,-1.0,-1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.769044062733383,-2.0,0.5310568689308015,0.04,-0.1320408397384421,-1.0,-0.06796866772800748,-0.11538461538461539
c079c378cb9ce335b146979dd082b60b17d4f6177ef6e66f8ec2d6ddbe8b2646,Женский,35.0,2069.0,1005.0,-1.0,493.0,1.0,24,20.541666666666668,0.0416666666666666,0.0,0.0,0.0,0.0,1.0,1.0,169.3622222222222,20.0,8.46811111111111,0.46811111111111,0,562.0,4.0,25.0,22.48,0.16,0.0,0.0,0.0,0.0,1.0,1.0,193.0497222222222,21.0,9.192843915343914,1.1928439153439143,0.0,748.0,3.0,24.0,31.166666666666668,0.125,0.0,0.0,0.0,0.0,0.0,0.0,166.03166666666667,20.0,8.301583333333333,0.3015833333333333,0.0,0,68.96666666666667,33.5,-1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.6630100182149352,0.09436105476673423,2.840000000000006,0.08558376180041777,0.041666666666666664,0.386417556346382,-0.21875000000000003,-0.09695156256519971,-0.04
b4ed6b7352552293a303dc9b835c7e31f2b0dcd8eb330395a47fcf12b2763817,Женский,28.0,809.0,-1.0,-1.0,46.0,0.0,18,2.555555555555556,0.0,0.0,0.0,0.0,0.0,1.0,1.0,124.0988888888889,15.0,8.273259259259259,0.2732592592592588,0,46.0,1.0,16.0,2.875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,154.1627777777778,18.0,8.5645987654321,0.5645987654321001,0.0,44.0,0.0,14.0,3.142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,5.0,94.80361111111112,11.0,8.6185101010101,0.6185101010101004,0.0,0,26.966666666666665,-1.0,-1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.4787563131313135,0.12499999999999989,-2.0,0.03521459887127073,-0.1111111111111111,0.09316770186335402,-1.0,0.006294671479018246,-0.125
4da125873e44100f5dcf7ff5addc686eac2bef76d0b1a01eb0f5963104e76cc0,Женский,42.0,4534.0,577.0,4534.0,49.0,1.0,17,2.8823529411764706,0.0588235294117647,0.0,0.0,0.0,0.0,1.0,1.0,27.20805555555556,9.0,3.0231172839506173,0.0,0,79.0,3.0,20.0,3.95,0.15,0.0,0.0,0.0,0.0,0.0,0.0,34.86333333333334,11.0,3.16939393939394,0.0,0.0,38.0,0.0,17.0,2.235294117647059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.74222222222223,10.0,3.6742222222222223,0.0,0.0,0,151.13333333333333,19.233333333333334,151.13333333333333,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3704081632653062,1.5500000000000003,0.04838603391932181,0.17647058823529413,-0.43410275502606105,-1.0,0.15928227682697502,-0.15
0bbbabfd4272763f16e885a0fba86ccf1ff9167a5bca32a5178fe9de1c83957e,Женский,33.0,3814.0,-1.0,-1.0,64.0,225.0,24,2.6666666666666665,9.375,0.0,0.0,1.0,12.0,0.0,0.0,19.345,9.0,2.1494444444444443,0.0,0,74.0,195.0,30.0,2.466666666666667,6.5,0.0,0.0,0.0,0.0,0.0,0.0,148.11083333333335,21.0,7.052896825396826,0.0,0.0,49.0,232.0,26.0,1.8846153846153848,8.923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,135.09555555555556,17.0,7.946797385620916,0.0,0.0,0,127.13333333333334,-1.0,-1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.0749999999999999,-0.30666666666666664,2.2812650001846184,0.25,-0.23596673596673592,0.3727810650887574,0.12674232763553792,-0.13333333333333333
6a65584aa96df8d14cf01f5ce194103bd65dceaa279634f72cedd8e3f9b2d1fc,Женский,45.0,4565.0,1339.0,-1.0,244.0,0.0,25,9.76,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.005277777777778,1.0,5.005277777777778,0.0,0,208.0,1.0,23.0,9.043478260869565,0.0434782608695652,0.0,0.0,0.0,0.0,1.0,1.0,11.79111111111111,2.0,5.895555555555555,0.0,0.0,239.0,0.0,23.0,10.391304347826088,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.4494444444444445,1.0,7.4494444444444445,0.0,0.0,0,152.16666666666666,44.63333333333333,-1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,-0.07341411261582328,-2.0,0.1778678062045618,-0.08,0.14903846153846173,-1.0,0.26356954391255194,0.0
29436c1db8a00910a79611fcb41b0af6be58324a6ec58123b0c3fa9d7ff51204,Мужской,24.0,385.0,-1.0,4.0,376.0,15.0,25,15.04,0.6,0.0,0.0,0.0,0.0,3.0,3.0,41.56805555555555,7.0,5.938293650793651,0.0,0,220.0,20.0,24.0,9.166666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,1.0,1.0,61.98444444444444,8.0,7.748055555555555,0.0,0.0,203.0,15.0,24.0,8.458333333333334,0.625,0.0,0.0,1.0,5.0,2.0,2.0,21.58333333333333,3.0,7.194444444444444,0.0,0.0,0,12.833333333333334,-1.0,0.13333333333333333,1.0,5.0,6.0,6.0,0.0,0.0,0.0,-0.3905141843971631,0.388888888888889,0.30476126833505957,-0.04,-0.07727272727272715,-0.25000000000000006,-0.0714516186856918,0.0
f358ce017014f3f2350063561dc61ee2791ca61cf70f88d7ed5c70f521099d7b,Женский,38.0,289.0,-1.0,-1.0,232.0,1.0,22,10.545454545454543,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,74.99194444444444,17.0,4.411290849673202,0.0,0,223.0,1.0,21.0,10.61904761904762,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,54.54055555555556,17.0,3.208267973856209,0.0,0.0,243.0,0.0,24.0,10.125,0.0,0.0,0.0,0.0,0.0,1.0,1.0,76.59444444444445,19.0,4.031286549707603,0.0,0.0,0,9.633333333333333,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.006978653530378013,0.047619047619048505,-0.27271447674009425,-0.045454545454545456,-0.046524663677130165,-1.0,0.25653049637937764,0.14285714285714285
aa2f772a2e707151dda29974962a66962c810b45746670218cbc44d72a6fa114,Мужской,34.0,2958.0,1216.0,65.0,23.0,4.0,10,2.3,0.4,0.0,0.0,1.0,6.0,0.0,0.0,7.683333333333334,1.0,7.683333333333334,0.0,0,12.0,9.0,10.0,1.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1166666666666666,1.0,0.1166666666666666,0.0,0.0,13.0,3.0,9.0,1.4444444444444444,0.3333333333333333,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,98.6,40.53333333333333,2.1666666666666665,2.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.47826086956521735,1.25,-0.9848156182212582,0.0,0.20370370370370372,-0.6296296296296297,-1.0,-0.1
74d546b90ede4bbe0da4c817e83c46e67a81974fa2d498163d91d61fd4c27a95,Мужской,28.0,191.0,-1.0,191.0,54.0,0.0,20,2.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,72.0,0.0,20.0,3.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,17.0,3.294117647058824,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0,6.366666666666666,-1.0,6.366666666666666,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,-0.08496732026143786,0.0,0.0,-0.15
c9cbc6886c531acb72fef1e0abb2ccce092f1f2eaa9d17adf5e821a2f1b24414,Женский,48.0,4687.0,1248.0,4687.0,95.0,0.0,22,4.318181818181818,0.0,0.0,0.0,1.0,19.0,0.0,0.0,1.0827777777777778,1.0,1.0827777777777778,0.0,0,32.0,0.0,14.0,2.2857142857142856,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,0.0,20.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,156.23333333333332,41.6,156.23333333333332,2.0,24.0,0.0,0.0,0.0,0.0,0.0,-0.47067669172932336,0.0,-1.0,-0.36363636363636365,1.0125,0.0,0.0,0.42857142857142855
45a7d6eb76f070de259153d36d76938562889db682ab3cacd8244ac5b03ca67f,Женский,31.0,705.0,-1.0,395.0,393.0,7.0,23,17.08695652173913,0.3043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,250.0,5.0,20.0,12.5,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,92.0,15.0,12.0,7.666666666666667,1.25,0.0,0.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,23.5,-1.0,13.166666666666666,1.0,14.0,2.0,2.0,0.0,0.0,0.0,-0.26844783715012716,-0.17857142857142846,0.0,-0.13043478260869565,-0.38666666666666666,4.0,0.0,-0.4
80fc4d6f232eabbb009a9294955cd032bd4d03886b138469255635e652001833,Мужской,26.0,403.0,122.0,122.0,15.0,0.0,10,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,11.0,0.0,4.0,2.75,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,13.433333333333334,4.066666666666666,4.066666666666666,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,-0.6,-1.0,0.0,0.0,-1.0
aa2f772a2e707151dda29974962a66962c810b45746670218cbc44d72a6fa114,Мужской,35.0,2745.0,1003.0,-1.0,19.0,5.0,10,1.9,0.5,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.0,3.0,10.0,1.4,0.3,0.0,0.0,1.0,11.0,0.0,0.0,1.573888888888889,1.0,1.573888888888889,0.0,0.0,30.0,7.0,14.0,2.142857142857143,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,91.5,33.43333333333333,-1.0,2.0,14.0,1.0,1.0,0.0,0.0,0.0,-0.2631578947368421,-0.4,-2.0,0.0,0.5306122448979592,0.6666666666666667,-1.0,0.4
9b7444686564e4ada583357d854d53e8f713cb22befed937461cefe87b8c6e75,Мужской,21.0,162.0,-1.0,66.0,12.0,0.0,6,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,149.26666666666668,21.0,7.107936507936508,0.0,0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86,4.0,4.465,0.0,0.0,6.0,0.0,5.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.31944444444444,11.0,7.029040404040404,0.0,0.0,0,5.4,-1.0,2.2,1.0,7.0,1.0,1.0,0.0,0.0,0.0,-0.5,0.0,-0.37182894149173745,-0.5,0.19999999999999996,0.0,0.5742531699978509,0.6666666666666666
4a627182de726f3869ef37ab9d6c9333cc1d41a2c84fc835d3220cbf58be8c47,Женский,37.0,4219.0,-1.0,-1.0,10.0,0.0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.10638888888889,16.0,6.756649305555555,0.0,0,8.0,0.0,6.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.76722222222222,16.0,6.6104513888888885,0.0,0.0,6.0,0.0,5.0,1.2,0.0,0.0,0.0,1.0,5.0,0.0,0.0,73.72361111111111,12.0,6.143634259259259,0.0,0.0,0,140.63333333333333,-1.0,-1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.0,-0.021637635765179915,-0.4,-0.09999999999999998,0.0,-0.07061804136617274,-0.16666666666666666
c4866d34b8d1eb85bbe33016264a2133a6c6533596d9830e94750a01cfc448eb,Женский,36.0,1214.0,-1.0,-1.0,348.0,17.0,26,13.384615384615383,0.6538461538461539,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,350.0,21.0,24.0,14.583333333333334,0.875,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,310.0,13.0,23.0,13.478260869565217,0.5652173913043478,0.0,0.0,0.0,0.0,1.0,1.0,11.697222222222225,3.0,3.899074074074074,0.0,0.0,0,40.46666666666667,-1.0,-1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.08955938697318024,0.338235294117647,0.0,-0.07692307692307693,-0.07577639751552802,-0.3540372670807454,-2.0,-0.041666666666666664
de128e6f4c050745a4252dce589b29031ed63a3c019cd76f9a83231481cc4cfa,Женский,39.0,2423.0,1125.0,-1.0,21.0,0.0,12,1.75,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.5394444444444444,15.0,0.0359629629629629,0.0,0,16.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2255555555555555,21.0,0.0107407407407407,0.0,0.0,28.0,0.0,10.0,2.8,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.9788888888888887,12.0,0.2482407407407407,0.0,0.0,0,80.76666666666667,37.5,-1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,-0.7013388259526268,-0.3333333333333333,0.3999999999999999,0.0,22.112068965517327,0.25
b20d006cc40d753441ac14aa4d6e1b17ee04408c68467bcbd3e33d5ba4a29940,Женский,21.0,449.0,-1.0,-1.0,197.0,27.0,24,8.208333333333334,1.125,0.0,0.0,0.0,0.0,0.0,0.0,106.34861111111113,14.0,7.596329365079365,0.0,0,232.0,39.0,24.0,9.666666666666666,1.625,0.0,0.0,0.0,0.0,2.0,2.0,145.39583333333334,19.0,7.652412280701755,0.0,0.0,190.0,36.0,24.0,7.916666666666667,1.5,0.0,0.0,0.0,0.0,0.0,0.0,110.06805555555556,17.0,6.474591503267974,0.0,0.0,0,14.966666666666667,-1.0,-1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.17766497461928918,0.4444444444444444,0.0073828967817279965,0.0,-0.1810344827586206,-0.07692307692307693,-0.15391496618707667,0.0
8a63b3b0dfda645079b2069121e9b0e45ef1517541ac4caf3e38a1cebda097f0,Женский,35.0,2701.0,76.0,-1.0,87.0,1.0,12,7.25,0.0833333333333333,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1,306.0,0.0,23.0,13.304347826086955,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,336.0,0.0,24.0,14.0,0.0,0.0,0.0,1.0,14.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0,90.03333333333333,2.533333333333333,-1.0,1.0,14.0,5.0,12.0,0.0,8.0,0.0,0.8350824587706145,-1.0,0.0,0.9166666666666666,0.05228758169934651,0.0,0.0,0.043478260869565216
98f71f1e884f244866904a1ab4d045055c9c5f5156f1c77bc236a0fb13a69431,Женский,48.0,935.0,-1.0,31.0,412.0,3.0,25,16.48,0.12,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,251.0,1.0,22.0,11.409090909090908,0.0454545454545454,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,359.0,13.0,23.0,15.608695652173912,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,31.166666666666668,-1.0,1.0333333333333334,2.0,8.0,0.0,0.0,0.0,0.0,0.0,-0.30770079435127984,-0.6212121212121217,0.0,-0.12,0.36809284600727527,11.434782608695667,0.0,0.045454545454545456
c079c378cb9ce335b146979dd082b60b17d4f6177ef6e66f8ec2d6ddbe8b2646,Женский,35.0,1855.0,791.0,-1.0,232.0,0.0,21,11.047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.5236111111111,18.0,8.917978395061729,0.9179783950617288,0,273.0,0.0,26.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,191.08166666666668,21.0,9.099126984126984,1.0991269841269844,0.0,206.0,1.0,16.0,12.875,0.0625,0.0,0.0,1.0,14.0,0.0,0.0,91.16416666666667,11.0,8.287651515151516,0.2876515151515164,0.0,0,61.833333333333336,26.366666666666667,-1.0,1.0,14.0,1.0,1.0,0.0,0.0,0.8553888888888892,-0.04956896551724137,0.0,0.020312741412960293,0.23809523809523808,0.2261904761904762,-2.0,-0.08918168417597097,-0.38461538461538464
dcee3271cdb85f0fa8cf4e171e7c0a7c8ba1d33b1ef00f4fd079f424168511be,Женский,34.0,3670.0,-1.0,-1.0,273.0,65.0,24,11.375,2.708333333333333,0.0,0.0,1.0,7.0,0.0,0.0,76.31833333333333,16.0,4.769895833333333,0.0,0,375.0,60.0,25.0,15.0,2.4,0.0,0.0,0.0,0.0,2.0,2.0,100.42861111111112,18.0,5.579367283950617,0.0,0.0,339.0,55.0,23.0,14.73913043478261,2.391304347826087,0.0,8.0,0.0,0.0,0.0,0.0,48.01916666666666,12.0,4.001597222222222,0.0,0.0,0,122.33333333333333,-1.0,-1.0,1.0,7.0,2.0,2.0,0.0,8.0,0.0,0.31868131868131866,-0.11384615384615378,0.16970421973588543,0.041666666666666664,-0.017391304347826046,-0.0036231884057970807,-0.2827865565091842,-0.08
b4ed6b7352552293a303dc9b835c7e31f2b0dcd8eb330395a47fcf12b2763817,Женский,28.0,931.0,-1.0,-1.0,46.0,0.0,18,2.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.8561111111111,14.0,8.704007936507937,0.7040079365079368,0,113.0,1.0,24.0,4.708333333333333,0.0416666666666666,0.0,0.0,0.0,0.0,2.0,2.0,152.97222222222223,17.0,8.998366013071896,0.9983660130718964,0.0,94.0,0.0,22.0,4.2727272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.03583333333331,15.0,8.469055555555554,0.4690555555555544,0.0,0,31.033333333333335,-1.0,-1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.7361775362318834,0.8423913043478258,-2.0,0.03381868200387424,0.3333333333333333,-0.09251810136765888,-1.0,-0.058822952605774685,-0.08333333333333333
d3405c55a7d9c2b9d019e1bc0407fde3d0d2efeed81e7b5d2be93d472292176f,Женский,33.0,2992.0,2068.0,-1.0,320.0,22.0,24,13.333333333333334,0.9166666666666666,0.0,5.0,0.0,0.0,0.0,0.0,75.92138888888888,17.0,4.465964052287582,0.0,0,265.0,22.0,22.0,12.045454545454543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.86416666666667,12.0,5.155347222222223,0.0,0.0,291.0,27.0,22.0,13.227272727272728,1.2272727272727273,0.0,0.0,0.0,0.0,1.0,1.0,64.97972222222222,14.0,4.64140873015873,0.0,0.0,0,99.73333333333333,68.93333333333334,-1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,-0.0965909090909093,0.09090909090909095,0.15436379734886604,-0.08333333333333333,0.09811320754717011,0.2272727272727273,-0.09969037387979435,0.0
b94aba5ed74e233c5ade095d667281090286b28bf33c907897d12c530122e54e,Мужской,25.0,124.0,-1.0,124.0,1.0,0.0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.133333333333334,-1.0,4.133333333333334,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,-0.5,0.0,0.0,-0.6
bff5e3a90b00135ea33424f643af026e4918fb84d1885ccfa22ad8ba71110ba5,Женский,34.0,2090.0,1277.0,395.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,69.66666666666667,42.56666666666667,13.166666666666666,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c6fb57fef4ce60b33875b6ca9a6ebb1884688a9de24202d1993e3d8e6781809c,Мужской,37.0,1703.0,-1.0,1703.0,483.0,222.0,24,20.125,9.25,0.0,0.0,0.0,0.0,0.0,0.0,158.70111111111112,20.0,7.9350555555555555,0.0,0,316.0,168.0,25.0,12.64,6.72,0.0,7.0,0.0,0.0,0.0,0.0,127.88972222222222,15.0,8.525981481481482,0.525981481481482,0.0,315.0,138.0,23.0,13.695652173913045,6.0,0.0,0.0,0.0,0.0,0.0,0.0,89.7175,15.0,5.981166666666667,0.0,0.0,0,56.766666666666666,-1.0,56.766666666666666,0.0,0.0,0.0,0.0,0.0,7.0,0.0,-0.3719254658385093,-0.27351351351351355,0.07447029473060245,0.041666666666666664,0.0835167859108421,-0.10714285714285711,-0.29847763806925676,-0.08
80a95bae88625400c7714f8134755ccc3c1bcec99db24272a0dba624f71104c7,Женский,37.0,4839.0,1216.0,60.0,16.0,0.0,8,2.0,0.0,0.0,10.0,1.0,4.0,1.0,1.0,27.25,5.0,5.45,0.0,0,11.0,0.0,8.0,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.88333333333333,5.0,7.376666666666667,0.0,0.0,10.0,0.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.78722222222222,13.0,3.983632478632479,0.0,0.0,0,161.3,40.53333333333333,2.0,1.0,4.0,1.0,1.0,0.0,10.0,0.0,-0.3125,0.0,0.3535168195718654,0.0,-0.09090909090909091,0.0,-0.45996848459568745,0.0
c40fe0e423c59f933935a428ce28a73d661fe244c02b89730f6e4fc3edc012a9,Женский,31.0,546.0,61.0,6.0,243.0,17.0,24,10.125,0.7083333333333334,0.0,0.0,0.0,0.0,1.0,1.0,117.84555555555556,19.0,6.202397660818713,0.0,0,158.0,8.0,18.0,8.777777777777779,0.4444444444444444,0.0,0.0,1.0,7.0,0.0,0.0,72.81222222222222,11.0,6.619292929292929,0.0,0.0,200.0,18.0,23.0,8.695652173913043,0.782608695652174,0.0,0.0,1.0,7.0,4.0,4.0,72.73333333333333,13.0,5.5948717948717945,0.0,0.0,0,18.2,2.033333333333333,0.2,2.0,14.0,5.0,5.0,0.0,0.0,0.0,-0.13305898491083668,-0.3725490196078432,0.0672151789150497,-0.25,-0.009356081452944556,0.7608695652173915,-0.15476292488698826,0.2777777777777778
250cd9b39db802ffcd03a33f3f59d9e0fc4c07750e48e3fce0aeb51f5a552d3c,Женский,27.0,1165.0,-1.0,181.0,241.0,2.0,25,9.64,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,206.0,0.0,27.0,7.62962962962963,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,172.0,0.0,23.0,7.478260869565218,0.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,38.833333333333336,-1.0,6.033333333333333,1.0,2.0,1.0,10.0,0.0,9.0,0.0,-0.20854464422929156,-1.0,0.0,0.08,-0.019839594765723906,0.0,0.0,-0.14814814814814814
